,open,high,low,close,volume,trade_count,vwap
2019-04-25,255.0,259.0,246.07,247.63,21849528,252490,250.840854
2019-04-26,246.24,246.68,231.13,235.14,22367232,258319,237.642412
2019-04-29,235.86,243.98,232.17,241.47,16714591,165120,239.524049
2019-04-30,242.06,244.21,237.0,238.69,9464628,88562,240.061144
2019-05-01,238.85,240.0,231.5,234.01,10704355,108382,234.544288
2019-05-02,245.65,247.13,237.72,244.1,18167261,173521,242.763484
2019-05-03,244.0,256.61,243.49,255.03,23740838,205076,252.330502
2019-05-06,250.0,258.3499,248.5,255.34,10860343,93066,254.021222
2019-05-07,256.8,257.21,245.1,247.06,10261408,103693,249.863277
2019-05-08,246.94,250.599,244.2,244.84,6180840,65862,246.860249
2019-05-09,241.75,243.68,236.9434,241.98,6722392,76082,240.437191
2019-05-10,239.75,241.99,236.02,239.52,7019816,77937,238.631949
2019-05-13,232.32,232.47,224.5,227.01,10834883,138343,227.59047
2019-05-14,229.3,234.5,228.0,232.31,7254012,83667,231.645769
2019-05-15,229.49,232.44,225.25,231.95,7298176,79213,229.790067
2019-05-16,229.49,231.0,226.5,228.33,7487322,81277,228.615843
2019-05-17,222.22,222.24,208.92,211.03,17791466,195064,216.258044
2019-05-20,202.8,206.0,195.25,205.36,20540595,208157,201.552208
2019-05-21,197.96,207.4,196.04,205.08,18014005,168916,202.635642
2019-05-22,199.3,203.94,191.78,192.73,18685302,188159,196.496471
2019-05-23,193.95,199.465,186.22,195.49,26562492,237586,194.07671
2019-05-24,199.96,199.98,188.7505,190.63,14136572,138857,192.46375
2019-05-28,191.11,195.0,187.85,188.7,10313036,104206,190.370226
2019-05-29,187.26,192.39,185.0401,189.86,11968638,111314,188.868183
2019-05-30,188.74,192.255,187.02,188.22,7983850,77290,188.76927
2019-05-31,185.1,189.9204,184.1,185.16,10411393,97934,186.350205
2019-06-03,185.51,186.68,176.9919,178.97,13070210,129295,180.7276
2019-06-04,181.1,193.98,179.61,193.6,13807722,131334,188.343897
2019-06-05,198.68,201.2782,191.8486,196.59,13512215,123501,195.900896
2019-06-06,204.09,211.0,201.8,205.95,20272286,177549,206.113417
2019-06-07,204.8,210.8438,203.499,204.5,16013527,157397,207.146833
2019-06-10,210.1,216.94,209.01,212.88,10594223,101190,213.451631
2019-06-11,219.29,220.9,213.5,217.1,11653542,105397,217.234945
2019-06-12,222.96,223.38,209.0,209.26,15214834,142266,214.328205
2019-06-13,210.38,214.9,207.5103,213.91,8168260,74417,212.341523
2019-06-14,211.48,216.65,210.4,214.92,7433669,72351,213.708723
2019-06-17,214.88,227.0,214.27,225.03,12316903,114460,223.294986
2019-06-18,228.72,234.74,222.56,224.74,12716192,132942,228.951333
2019-06-19,225.11,227.77,221.06,226.43,6575330,66892,225.468081
2019-06-20,222.82,226.9,216.35,219.62,11863887,117872,221.024126
2019-06-21,216.27,222.18,215.5,221.86,8202093,74902,219.641408
2019-06-24,223.24,225.86,221.02,223.64,5752470,59145,223.481073
2019-06-25,224.39,225.34,219.49,219.76,6182723,56479,221.304568
2019-06-26,220.31,227.23,218.1,219.27,8507278,85127,222.202972
2019-06-27,219.27,222.9,217.35,222.84,6339710,61253,220.366686
2019-06-28,220.8,225.17,220.8,223.35,7692408,65544,223.376198
2019-07-01,230.42,233.0995,226.28,227.17,8245640,81334,229.14251
2019-07-02,229.0,229.15,222.22,224.55,9264827,98567,228.178332
2019-07-03,239.39,241.57,234.51,234.9,14212748,138211,237.625167
2019-07-05,234.57,235.45,230.8,233.1,7065738,67956,233.472319
2019-07-08,231.24,232.25,228.66,230.34,5880592,55632,230.582496
2019-07-09,228.97,231.0,227.28,230.06,6191235,57305,229.291761
2019-07-10,234.15,238.94,233.14,238.92,9145736,91107,236.125432
2019-07-11,238.14,241.5,235.8,238.6,7517330,72793,238.684258
2019-07-12,239.75,245.38,239.71,245.08,9203021,84593,243.121774
2019-07-15,248.37,254.42,244.86,253.5,11010382,106559,248.903771
2019-07-16,249.33,253.53,247.9325,252.38,8158589,78943,251.023118
2019-07-17,255.68,258.31,253.35,254.86,9764727,82873,256.358273
2019-07-18,255.05,255.75,251.885,253.54,4764483,54453,253.846613
2019-07-19,255.69,259.96,254.62,258.18,7048410,72846,257.542742
2019-07-22,258.75,262.155,254.1911,255.68,6846273,77482,257.863457
2019-07-23,256.71,260.48,254.5,260.17,5043149,54226,258.024773
2019-07-24,259.17,266.07,258.1601,264.88,11078345,129399,255.746929
2019-07-25,233.0,234.5,225.5501,228.82,22425255,244155,229.107853
2019-07-26,227.12,230.26,222.25,228.04,10029722,119801,225.61892
2019-07-29,227.24,235.94,226.0325,235.77,9273331,95771,231.18149
2019-07-30,232.9,243.36,232.18,242.26,8110126,84661,239.45585
2019-07-31,242.82,246.68,236.6501,241.61,9180308,103304,243.317187
2019-08-01,242.65,244.51,231.77,233.85,8260016,92927,238.203492
2019-08-02,231.35,236.27,229.23,234.34,6136481,68136,232.617665
2019-08-05,229.6,231.3673,225.775,228.32,7028279,79017,228.084446
2019-08-06,231.88,232.5,225.75,230.75,5564202,62192,229.13246
2019-08-07,226.75,233.5688,225.8,233.42,4776500,54448,229.943636
2019-08-08,234.45,239.8,232.65,238.3,5274349,52901,236.491722
2019-08-09,236.05,238.96,233.81,235.01,3911644,44351,235.872024
2019-08-12,232.99,235.77,228.75,229.01,4663937,50931,231.37305
2019-08-13,228.81,236.0,227.55,235.0,4886098,54781,233.405329
2019-08-14,231.21,231.5,216.69,219.62,9562591,107794,223.943508
2019-08-15,220.7,221.56,211.55,215.64,8237052,86778,214.804126
2019-08-16,216.66,222.24,216.02,219.94,5207421,55937,219.901227
2019-08-19,224.0,227.83,221.7,226.83,5311748,53712,225.152329
2019-08-20,227.62,229.09,224.54,225.86,4170527,42497,226.594034
2019-08-21,222.01,223.22,217.6,220.83,7799744,77839,220.653342
2019-08-22,222.8,225.4,218.22,222.15,6564964,62788,222.806555
2019-08-23,219.97,221.17,211.0,211.4,8559756,92454,215.376176
2019-08-26,213.27,215.02,211.54,215.0,5066114,48652,213.427395
2019-08-27,215.74,218.8,212.03,214.08,5420727,52919,215.721755
2019-08-28,213.69,217.25,212.31,215.59,3238627,37157,215.4317
2019-08-29,219.0,223.4,218.0,221.71,5183155,53735,221.071081
2019-08-30,229.6,232.44,224.213,225.61,9327790,91632,227.968538
2019-09-03,224.08,228.95,223.16,225.01,5360546,54020,225.837086
2019-09-04,226.89,228.46,219.205,220.68,5768696,58577,223.99075
2019-09-05,222.5,229.8,220.85,229.58,7403337,70088,225.721524
2019-09-06,227.66,229.64,225.17,227.45,4190343,48248,227.682556
2019-09-09,230.0,233.76,229.23,231.79,4802669,54871,231.316198
2019-09-10,230.8,235.54,228.94,235.54,4883714,54668,233.159914
2019-09-11,237.38,248.1741,236.0,247.1,10042777,128019,243.901266
2019-09-12,247.5,253.5,244.4,245.87,8582710,97855,247.922926
2019-09-13,246.96,248.45,244.865,245.2,5373237,63216,246.083661
2019-09-16,245.63,247.43,241.17,242.81,4731296,76984,244.027956
2019-09-17,242.47,245.6,240.37,244.79,3949809,61944,243.32599
2019-09-18,245.0,248.1685,242.37,243.49,4228103,74343,244.619293
2019-09-19,246.0,247.94,244.84,246.6,4883135,73917,246.588679
2019-09-20,246.49,246.946,238.16,240.62,6506364,104885,241.984722
2019-09-23,240.0,245.1794,239.22,241.23,4392696,67930,242.626791
2019-09-24,241.52,241.99,222.61,223.21,12951862,208689,228.127425
2019-09-25,224.56,228.98,218.36,228.7,9446851,135472,224.585999
2019-09-26,230.66,243.31,227.4,242.56,12078788,173521,236.070681
2019-09-27,242.2,248.71,238.73,242.13,11123184,167957,243.3653
2019-09-30,242.99,243.98,236.1111,240.87,5951413,86525,240.376797
2019-10-01,241.5,245.95,239.13,244.56,6209990,101685,242.666097
2019-10-02,243.29,244.65,239.43,243.13,6256548,94931,241.36257
2019-10-03,232.04,234.48,224.28,233.03,15137764,230597,229.266463
2019-10-04,231.82,234.78,228.07,231.43,8025180,106994,230.830586
2019-10-07,230.0,238.56,228.55,237.72,8086958,97332,234.98785
2019-10-08,235.87,243.94,234.5,240.05,8702338,117031,240.055522
2019-10-09,241.32,247.295,240.65,244.53,6935059,93688,244.863879
2019-10-10,245.0,249.28,241.58,244.74,6313442,80861,245.5342
2019-10-11,247.15,251.08,246.81,247.89,8494795,100475,248.961071
2019-10-14,247.9,258.55,247.13,256.96,10229813,130265,255.032333
2019-10-15,257.7,260.0,254.12,257.89,6486256,86513,257.891435
2019-10-16,257.39,262.1,256.92,259.75,6704303,87620,259.888054
2019-10-17,262.0,264.78,260.17,261.97,4779043,66213,261.925902
2019-10-18,261.0,262.8,255.1,256.95,5753666,71859,257.994805
2019-10-21,258.33,259.5,250.18,253.5,5108101,56139,254.267497
2019-10-22,254.32,258.33,250.85,255.58,4626922,56275,255.35378
2019-10-23,254.5,256.14,251.35,254.68,11216182,139220,276.091407
2019-10-24,298.48,304.93,289.2,299.68,29847582,345507,297.576211
2019-10-25,297.72,330.0,296.11,328.13,30079811,350914,317.694704
2019-10-28,327.35,340.84,322.6,327.71,18870761,222828,330.830962
2019-10-29,319.71,324.3,314.75,316.22,12707906,143588,318.66849
2019-10-30,313.0,318.79,309.97,315.01,9642334,101665,313.655064
2019-10-31,313.1,319.0,313.0,314.92,5066984,61747,315.563164
2019-11-01,316.32,316.48,309.8,313.31,6383930,69555,312.626752
2019-11-04,314.51,321.94,309.26,317.47,8787190,93113,317.295191
2019-11-05,319.62,323.51,316.118,317.22,6948824,72793,319.089654
2019-11-06,318.0,326.72,314.5,326.58,7940932,93475,321.381848
2019-11-07,329.14,341.5,328.02,335.54,14467363,166689,336.695926
2019-11-08,335.0,337.46,332.5,337.14,6074221,74226,335.528529
2019-11-11,343.85,349.19,342.0,345.09,9993712,120214,345.850648
2019-11-12,346.9,350.37,344.04,349.93,7359383,92749,347.387523
2019-11-13,355.0,356.33,345.18,346.11,8468028,110455,351.70876
2019-11-14,346.02,353.84,342.91,349.35,6472560,79095,348.806593
2019-11-15,350.64,352.8,348.36,352.17,4812563,61038,350.810304
2019-11-18,352.32,353.15,346.1,349.99,4408505,62507,349.317749
2019-11-19,351.75,359.99,347.8,359.52,7736592,98413,356.270812
2019-11-20,360.0,361.2,349.57,352.22,6733965,91488,354.625394
2019-11-21,354.51,360.84,354.0039,354.83,6114413,78673,357.323173
2019-11-22,340.16,341.0,330.0,333.04,16994966,237379,334.064727
2019-11-25,344.32,344.57,334.46,336.34,12345771,169187,338.878287
2019-11-26,335.27,335.5,327.1,328.92,7956776,115571,330.908551
2019-11-27,331.0,333.93,328.57,331.29,5563459,81025,331.103362
2019-11-29,331.11,331.26,327.5,329.94,2465629,36296,329.479566
2019-12-02,329.4,336.3827,328.687,334.87,6083786,89999,334.318997
2019-12-03,332.74,337.91,332.186,336.2,6646408,91962,335.466627
2019-12-04,337.54,337.86,332.85,333.03,5556855,66845,334.910376
2019-12-05,332.83,334.4227,327.25,330.37,3737006,56157,330.426654
2019-12-06,334.9,338.86,334.77,335.89,7618937,97981,336.694817
2019-12-09,336.59,344.45,335.08,339.53,9040217,116593,340.387347
2019-12-10,339.72,350.73,339.31,348.84,8839951,112819,347.295821
2019-12-11,351.42,357.1899,351.09,352.7,6920136,93777,354.598224
2019-12-12,354.92,362.74,353.23,359.68,7846036,113612,359.126091
2019-12-13,361.05,365.21,354.64,358.39,6574381,89607,359.909873
2019-12-16,362.55,383.61,362.5,381.5,18235365,231180,377.133672
2019-12-17,378.99,385.5,375.9,378.99,8506375,108574,379.920972
2019-12-18,380.63,395.22,380.58,393.15,14200792,185591,389.267806
2019-12-19,397.32,406.85,396.5,404.04,18120524,233623,402.461302
2019-12-20,410.69,413.0,400.185,405.59,14785216,178526,405.761211
2019-12-23,411.78,422.01,410.0,419.22,13332821,183453,418.641149
2019-12-24,418.46,425.47,412.6875,425.25,8203220,104057,420.080367
2019-12-26,428.01,433.48,426.35,430.94,10658689,140955,430.180739
2019-12-27,435.0,435.31,426.11,430.38,9956827,128105,430.583668
2019-12-30,428.79,429.0,409.2589,414.7,12601275,172131,416.248503
2019-12-31,405.0,421.29,402.08,418.33,10292456,130147,416.732795
2020-01-02,424.5,430.6957,421.71,430.26,9558410,136850,427.110933
2020-01-03,440.01,454.0,436.92,443.01,17801880,236698,445.732623
2020-01-06,440.35,451.56,440.0,451.5,10174685,134223,445.923763
2020-01-07,461.4,471.63,453.355,469.06,18214838,250188,463.832116
2020-01-08,474.0,498.49,468.23,492.14,31235728,413649,485.693288
2020-01-09,497.15,498.8,472.87,481.34,28488103,384285,485.728899
2020-01-10,481.19,484.94,473.7,478.15,12982446,181935,478.943982
2020-01-13,493.79,525.63,492.0,524.86,26638003,369920,510.95095
2020-01-14,544.42,547.41,524.9,537.92,29105836,406432,538.193746
2020-01-15,529.59,537.84,516.7853,518.5,17368901,261960,529.192638
2020-01-16,494.0,514.46,492.17,513.49,21737394,325059,504.286373
2020-01-17,507.61,515.6699,503.16,510.5,13667901,192623,509.712785
2020-01-21,530.25,548.58,528.41,547.2,17803471,272578,541.405745
2020-01-22,571.0,594.5,559.1,569.56,31408974,506202,576.941704
2020-01-23,564.0,582.0,555.6027,572.2,19706029,307310,569.79408
2020-01-24,570.63,573.86,554.26,564.82,14354157,219319,563.535999
2020-01-27,541.09,564.44,539.28,558.02,13637136,217771,552.109851
2020-01-28,568.17,576.81,558.08,566.9,11791398,176363,565.955345
2020-01-29,575.75,589.7999,567.43,580.99,18217956,308997,590.94261
2020-01-30,632.06,650.88,618.0,640.81,29087032,445503,641.544389
2020-01-31,640.0,653.0,632.52,650.57,15724989,258779,641.847311
2020-02-03,673.69,786.14,673.52,780.0,47316151,837249,737.432873
2020-02-04,883.76,968.9899,833.88,887.06,61049460,1287721,904.70696
2020-02-05,823.39,845.98,704.1106,734.7,48453586,1033190,764.153427
2020-02-06,700.12,795.83,687.0,748.96,39881797,804002,748.46175
2020-02-07,730.09,769.75,730.0,748.07,17132210,329931,746.772772
2020-02-10,800.0,819.99,752.4,771.28,24715423,503954,779.287471
2020-02-11,768.19,783.5061,758.0,774.38,11697523,235503,773.043083
2020-02-12,777.87,789.75,763.37,767.29,12038070,233449,775.062721
2020-02-13,741.84,818.0,735.0,804.0,26289354,498952,788.487337
2020-02-14,787.7,812.97,785.5,800.03,15706911,282866,801.311117
2020-02-18,842.22,860.0,832.36,858.4,16701060,335968,849.618582
2020-02-19,923.0,944.78,901.02,917.42,25430664,511346,921.764078
2020-02-20,911.95,912.0,859.94,899.41,17635067,357924,890.983704
2020-02-21,906.05,913.06,880.45,901.0,14339859,265741,895.047697
2020-02-24,838.59,863.5,822.2,833.79,15192274,340315,842.654705
2020-02-25,849.0,856.6,787.0,799.91,17323981,376591,810.84729
2020-02-26,782.45,813.31,776.11,778.8,14163418,299005,790.551641
2020-02-27,730.21,739.77,669.0,679.0,24277903,499892,703.296575
2020-02-28,625.81,690.52,611.52,667.99,24571473,479340,646.655592
2020-03-02,711.53,743.69,686.67,743.62,20204181,400095,716.360167
2020-03-03,805.45,806.98,716.1106,745.51,25794609,523092,765.010857
2020-03-04,763.8,766.52,724.7345,749.5,15049036,291779,745.389315
2020-03-05,723.77,745.75,718.07,724.54,10854217,212442,730.318222
2020-03-06,692.0,707.0,684.27,703.48,12663318,259528,695.191406
2020-03-09,607.56,662.998,605.0,608.0,17103201,341263,627.365838
2020-03-10,659.18,668.0,608.0,645.33,15594488,302024,638.495306
2020-03-11,640.01,653.58,613.0,634.23,13458045,246543,634.332412
2020-03-12,580.5,594.5,546.25,560.55,18922114,371895,564.484189
2020-03-13,595.0,607.57,502.0,546.62,22641801,426667,540.612223
2020-03-16,468.5,494.8699,442.17,445.07,20501540,381029,465.187843
2020-03-17,440.01,471.85,396.0,430.2,24042296,431553,429.508659
2020-03-18,390.0,404.86,350.51,361.22,23789229,434985,375.133749
2020-03-19,374.01,452.0,358.46,427.64,30218080,543185,413.710651
2020-03-20,438.73,477.0,425.79,427.53,28292502,485124,444.818701
2020-03-23,432.41,441.9999,410.5,434.29,16494149,284108,427.594637
2020-03-24,477.5,513.69,474.0,505.0,22932710,439501,497.107854
2020-03-25,545.99,557.0,511.11,539.25,21222815,430948,539.29457
2020-03-26,549.75,560.0,512.25,528.16,17427963,357346,533.111336
2020-03-27,504.28,525.8,494.03,514.36,14382139,275573,508.022033
2020-03-30,510.26,516.6471,491.23,502.13,11998474,224808,504.677607
2020-03-31,501.25,542.96,497.0,524.0,17836295,293522,525.759246
2020-04-01,504.0,513.9548,475.1,481.56,13357018,270899,494.5598
2020-04-02,481.28,494.2599,446.4,454.47,19858727,378133,477.096251
2020-04-03,509.77,515.49,468.3901,480.01,22562279,391080,488.731867
2020-04-06,511.49,521.0,497.96,516.24,14951936,275891,510.02116
2020-04-07,545.0,565.0,532.34,545.45,17919978,344486,548.924975
2020-04-08,553.5,557.2081,533.33,548.84,12656024,231565,546.458558
2020-04-09,562.27,575.1818,557.11,573.0,13650000,261485,568.176296
2020-04-13,591.03,652.0,580.53,650.95,22475444,441170,620.923776
2020-04-14,698.65,741.88,692.43,709.89,30576667,655146,722.452684
2020-04-15,741.49,753.13,710.0,729.83,23659403,477432,732.954655
2020-04-16,716.41,759.45,706.715,745.21,20657864,406968,737.487077
2020-04-17,772.92,774.95,747.66,753.89,13128243,275594,759.136647
2020-04-20,732.7,765.57,712.21,746.36,14752777,288932,748.115609
2020-04-21,729.2,753.33,673.79,686.72,20221693,453969,708.33109
2020-04-22,702.03,734.0,688.71,732.11,14224832,283998,710.014164
2020-04-23,727.05,734.0,703.13,705.63,13236698,253703,720.578801
2020-04-24,710.81,730.73,698.18,725.15,13237637,235390,714.878647
2020-04-27,737.61,799.49,735.0,798.75,20681442,433976,783.972936
2020-04-28,795.3,805.0,756.69,769.12,15222719,313311,776.861887
2020-04-29,791.68,803.1999,783.16,800.51,16223632,369255,806.504911
2020-04-30,855.0,869.82,763.5,781.88,28477961,615142,814.171635
2020-05-01,755.0,772.77,683.04,701.32,32544885,728694,719.397692
2020-05-04,701.02,762.0,698.0,761.19,19237103,398098,737.474273
2020-05-05,789.95,798.92,762.18,768.21,16991656,334419,778.592132
2020-05-06,776.5,789.8,761.11,782.58,11123240,224303,777.491459
2020-05-07,777.01,796.4,772.35,780.04,11527736,225776,782.982572
2020-05-08,793.96,824.0,787.01,819.42,16152669,337095,813.739506
2020-05-11,790.51,824.0,785.0,811.29,16520136,310651,808.160051
2020-05-12,827.0,843.29,808.0,809.41,15906905,309849,828.84902
2020-05-13,819.82,826.0,763.3,790.96,19065491,382711,793.800775
2020-05-14,778.53,803.36,764.0,803.33,13682188,293001,784.535282
2020-05-15,790.8,805.0486,786.552,799.17,10521597,196867,797.818308
2020-05-18,827.0,834.7201,803.88,813.63,11698114,240671,816.907267
2020-05-19,815.17,822.07,806.08,808.0,9637522,189327,814.479853
2020-05-20,820.0,826.0,811.8,815.56,7309273,155017,817.491865
2020-05-21,816.0,832.5,796.0,827.6,12255188,240571,814.928926
2020-05-22,823.29,831.78,812.0,816.88,9987475,191846,822.139315
2020-05-26,834.5,834.6,815.705,818.87,8216486,171504,822.407954
2020-05-27,820.08,827.71,785.0,820.23,11558468,263661,807.980524
2020-05-28,813.63,824.75,801.69,805.81,7275819,156554,814.820594
2020-05-29,808.57,835.0,804.21,835.0,11813068,222329,820.481729
2020-06-01,858.8,899.0,854.1,898.1,15086239,350787,879.6919
2020-06-02,895.0,908.66,871.0,881.56,13565696,287106,889.545797
2020-06-03,888.12,897.94,880.1,882.96,7949469,171315,888.133767
2020-06-04,889.99,895.75,858.44,864.38,8890713,199340,879.08662
2020-06-05,878.98,886.52,866.2,885.66,7811978,169738,877.623856
2020-06-08,918.08,950.0,909.16,949.92,14174727,311689,929.84681
2020-06-09,940.01,954.4399,923.931,940.67,11389453,245350,942.13927
2020-06-10,991.47,1027.48,982.5,1025.05,18563548,442842,1005.909591
2020-06-11,989.99,1018.9599,972.0,972.84,15934620,392146,991.298202
2020-06-12,980.0,987.98,912.6,935.28,16763374,420079,946.184326
2020-06-15,917.42,998.84,908.5,990.9,15697433,345609,960.523215
2020-06-16,1011.85,1012.88,962.39,982.13,14051116,301759,987.656002
2020-06-17,987.72,1005.0,982.571,991.79,9890800,195009,993.729186
2020-06-18,1003.26,1019.2,994.4708,1003.96,9755748,206861,1004.316033
2020-06-19,1012.78,1015.9699,991.34,1000.9,8679749,187488,1002.169937
2020-06-22,999.95,1008.88,990.02,994.32,6362350,140254,998.29475
2020-06-23,998.52,1012.0,994.0101,1001.78,6365271,137744,1003.133162
2020-06-24,994.11,1000.8846,953.1414,960.85,10959593,277344,970.279919
2020-06-25,954.2,985.98,937.15,985.98,9262550,209003,964.547608
2020-06-26,994.55,995.0,954.87,959.74,8854958,184299,969.980458
2020-06-29,968.14,1010.0,948.5201,1009.35,9027408,227702,985.531243
2020-06-30,1006.5,1087.69,1003.73,1079.81,16918501,373179,1062.238785
2020-07-01,1083.5,1135.33,1080.5,1119.63,13326897,331230,1117.340944
2020-07-02,1221.48,1228.0,1185.6,1208.66,17250127,443897,1207.348673
2020-07-06,1276.69,1377.79,1266.044,1371.58,20570284,595344,1323.913104
2020-07-07,1405.0,1429.5,1336.71,1389.86,21493299,695483,1390.279311
2020-07-08,1405.64,1417.26,1311.34,1365.88,16319833,483790,1375.58145
2020-07-09,1396.5,1408.56,1351.28,1394.28,11717710,350517,1382.485199
2020-07-10,1395.78,1548.915,1376.0101,1544.65,23346353,652284,1469.905554
2020-07-13,1659.0,1794.99,1471.1101,1497.06,38996185,1412139,1662.907002
2020-07-14,1556.0,1590.0,1431.0,1516.8,23429302,796677,1519.568254
2020-07-15,1542.54,1550.0,1457.0,1546.01,16368689,542591,1505.83877
2020-07-16,1477.16,1531.71,1466.0,1500.64,14300795,432804,1498.077114
2020-07-17,1513.45,1537.51,1490.0,1500.84,9332637,280673,1507.736306
2020-07-20,1519.49,1650.0,1488.0,1643.0,17140645,583950,1579.177661
2020-07-21,1639.98,1675.0,1558.0,1568.36,16193302,567214,1612.407463
2020-07-22,1601.66,1626.42,1562.0,1592.33,14161512,559794,1606.307555
2020-07-23,1678.9,1689.0,1480.77,1513.07,24328697,872881,1567.652335
2020-07-24,1416.01,1465.0,1366.5401,1417.0,19397409,660311,1422.907718
2020-07-27,1434.54,1547.94,1413.0003,1539.6,16048671,497219,1478.906252
2020-07-28,1500.0,1564.7,1474.42,1476.49,15808711,464088,1515.627757
2020-07-29,1501.0,1534.81,1487.0,1499.11,9426893,287326,1510.365008
2020-07-30,1488.0,1513.24,1471.0,1487.49,7621111,241686,1492.525917
2020-07-31,1516.02,1517.05,1420.98,1430.76,12247338,405814,1455.645016
2020-08-03,1450.21,1509.8101,1444.3844,1485.0,8809359,298393,1484.919242
2020-08-04,1496.02,1527.41,1462.0,1487.0,8410015,259290,1488.33885
2020-08-05,1493.01,1499.8384,1468.31,1485.02,4978015,178469,1484.955367
2020-08-06,1490.83,1517.31,1477.26,1489.58,5992313,203242,1493.995022
2020-08-07,1499.75,1499.75,1415.01,1452.71,8897817,337755,1452.516315
2020-08-10,1445.25,1457.5,1385.84,1418.57,7522264,301165,1419.630988
2020-08-11,1397.85,1420.0,1365.0,1374.39,8625840,359160,1403.98578
2020-08-12,1469.98,1585.0,1435.0,1554.76,21899106,805729,1517.192307
2020-08-13,1613.73,1651.18,1567.26,1621.0,20426710,710149,1620.107048
2020-08-14,1664.99,1668.8,1626.64,1650.71,12577786,440108,1647.8873
2020-08-17,1677.86,1845.86,1672.83,1835.64,20242597,759258,1776.834207
2020-08-18,1900.0,1923.9,1845.11,1887.09,16481492,657450,1891.500607
2020-08-19,1865.0,1911.0,1841.21,1878.53,12205473,485987,1885.762943
2020-08-20,1859.99,2021.99,1857.06,2001.83,20611934,776244,1970.808055
2020-08-21,2044.8,2095.49,2025.05,2049.98,21489743,805903,2064.70441
2020-08-24,2128.1,2129.0,1927.52,2014.2,20073326,853714,2025.345351
2020-08-25,1974.89,2027.95,1968.0,2023.34,10658909,431470,1998.821055
2020-08-26,2060.0,2166.0,2053.6291,2153.17,14239384,579503,2121.705807
2020-08-27,2181.99,2295.6,2142.5,2238.75,23693083,919218,2224.860379
2020-08-28,2297.67,2318.49,2186.52,2213.4,20146652,870344,2250.325986
