,High,Low,Mid,Last,Bid,Ask,Volume
2019-08-26,10675.0,10063.0,10319.5,10320.0,10319.0,10320.0,9032.49102773
2019-08-27,10418.0,10021.0,10128.5,10129.0,10128.0,10129.0,4544.39862169
2019-08-28,10370.0,9570.0,9729.95,9724.8,9729.9,9730.0,10320.43209739
2019-08-29,9769.0,9358.2,9513.65,9513.65695467,9513.6,9513.7,7113.66795007
2019-08-30,9725.0,9380.4,9613.65,9613.69705575,9613.6,9613.7,3732.45552792
2019-08-31,9715.0,9471.9,9653.15,9653.0,9653.0,9653.3,2824.84736362
2019-09-01,9868.0,9555.0,9818.45,9818.5,9818.4,9818.5,2705.79490531
2019-09-02,10474.0,9739.41620405,10416.5,10414.0,10416.0,10417.0,11080.98460105
2019-09-03,10766.0,10291.0,10708.0,10707.0,10707.0,10709.0,9833.21433747
2019-09-04,10849.0,10410.0,10607.5,10608.0,10607.0,10608.0,7170.1995512
2019-09-05,10663.0,10481.64244548,10590.5,10591.0,10590.0,10591.0,2992.96400702
2019-09-06,10933.0,10208.0,10384.5,10385.0,10384.0,10385.0,11203.12970352
2019-09-07,10582.0,10300.0,10506.5,10506.0,10506.0,10507.0,3336.78379218
2019-09-08,10599.0,10241.90944816,10421.5,10421.0,10421.0,10422.0,3660.50302838
2019-09-09,10557.0,10118.0,10375.5,10375.29347732,10375.0,10376.0,5104.29276287
2019-09-10,10399.0,9959.0,10083.0,10082.92035674,10082.0,10084.0,4172.14724133
2019-09-11,10300.0,9814.0,10171.5,10172.0,10171.0,10172.0,4367.25905561
2019-09-12,10488.0,10064.0,10433.5,10433.01813883,10433.0,10434.0,4402.64912384
2019-09-13,10475.0,10155.0,10289.5,10289.0,10289.0,10290.0,4369.99038171
2019-09-14,10488.0,10255.0,10383.5,10383.11355094,10383.0,10384.0,3337.67453128
2019-09-15,10403.0,10275.0,10319.5,10319.63622064,10319.0,10320.0,1860.9925739
2019-09-16,10404.0,10091.0,10328.5,10328.0,10328.0,10329.0,5510.14841709
2019-09-17,10330.0,10163.0,10253.5,10253.0,10253.0,10254.0,2885.03712611
2019-09-18,10278.0,10111.0,10196.5,10196.0,10196.0,10197.0,3412.69481623
2019-09-19,10487.0,9655.0,10272.5,10269.0,10272.0,10273.0,9654.89529467
2019-09-20,10340.0,10104.0,10170.5,10170.45673593,10170.0,10171.0,2578.75214004
2019-09-21,10212.0,9942.9,10033.5,10035.0,10033.0,10034.0,3052.24139039
2019-09-22,10105.0,9880.7,10067.5,10068.0,10067.0,10068.0,2715.04254818
2019-09-23,10098.0,9610.3,9695.05,9695.0,9695.0,9695.1,5303.00694102
2019-09-24,9795.0,8100.0,8710.45,8710.5,8710.4,8710.5,34022.28649641
2019-09-25,8800.0,8262.0,8492.35,8498.7,8492.3,8492.4,13144.60556042
2019-09-26,8495.5,7796.6,8118.05,8116.2649249,8118.0,8118.1,15723.15185094
2019-09-27,8309.8,7906.3,8252.05,8252.0,8252.0,8252.1,7478.64196373
2019-09-28,8390.0,8032.1,8254.95,8252.2,8254.5,8255.4,5028.57752372
2019-09-29,8260.2,7930.0,8108.75,8108.76773568,8108.7,8108.8,6199.51490966
2019-09-30,8385.0,7733.3,8265.4,8264.1,8265.2,8265.6,10935.79391633
2019-10-01,8539.3,8228.0,8362.65,8362.7,8362.6,8362.7,5864.50194936
2019-10-02,8399.9,8193.0,8317.3,8317.5,8316.9,8317.7,3052.0933094
2019-10-03,8440.0,8084.1,8200.05,8200.0,8200.0,8200.1,3949.81294171
2019-10-04,8313.3,8032.7,8187.05,8187.0,8187.0,8187.1,3187.97882047
2019-10-05,8210.8,8040.0,8167.85,8167.9,8167.8,8167.9,3343.76073651
2019-10-06,8183.23540584,7806.7,7889.05,7889.1,7889.0,7889.1,5748.9965332
2019-10-07,8366.1,7793.2,8245.95,8245.94421157,8245.9,8246.0,8034.28607858
2019-10-08,8362.0,8132.7,8232.15,8232.1,8232.1,8232.2,3552.26927457
2019-10-09,8719.2,8146.55980111,8601.15,8599.0,8599.1,8603.2,8366.71338281
2019-10-10,8683.9,8472.0,8599.95,8597.9,8599.9,8600.0,4325.04886561
2019-10-11,8815.3,8302.0,8352.45,8352.3,8352.3,8352.6,5828.01813057
2019-10-12,8423.7,8253.0,8352.25,8349.7,8351.8,8352.7,1895.76574813
2019-10-13,8477.96534398,8160.4,8308.2,8305.7,8306.0,8310.4,4051.8118596
2019-10-14,8428.2,8227.3,8364.65,8364.6727206,8364.6,8364.7,2627.02283216
2019-10-15,8439.7,8100.0,8178.45,8178.5,8178.4,8178.5,3222.11913836
2019-10-16,8204.3,7960.0,8004.95,8004.98381643,8004.9,8005.0,7109.15255169
2019-10-17,8150.5326571,7949.3,8075.65,8075.6,8075.6,8075.7,2794.04447369
2019-10-18,8135.11397057,7860.0,7991.05,7991.0,7991.0,7991.1,5283.96062223
2019-10-19,8119.5,7927.0,7980.35,7980.3,7980.3,7980.4,3497.93328794
2019-10-20,8337.0,7921.6,8241.65,8241.6,8241.6,8241.7,4838.1323299
2019-10-21,8371.3,8181.8,8211.95,8211.9,8211.9,8212.0,3425.66433478
2019-10-22,8333.0,8102.4,8117.45,8117.5,8117.4,8117.5,3333.37600651
2019-10-23,8106.7,7333.4,7431.95,7431.9,7431.9,7432.0,13048.74447807
2019-10-24,7529.0,7367.9,7480.35,7480.3,7480.3,7480.4,5959.5880511
2019-10-25,8803.1,7426.0,8628.35,8629.1,8627.6,8629.1,16473.51996145
2019-10-26,10480.0,8575.0,9177.65,9177.9,9177.4,9177.9,32593.88788134
2019-10-27,9823.86430734,9121.2,9619.45,9622.7,9619.4,9619.5,10863.87114273
2019-10-28,9948.9,9300.0,9472.35,9472.3,9472.3,9472.4,8688.14843608
2019-10-29,9559.80072846,9100.0,9459.3,9459.6,9459.0,9459.6,7366.94834547
2019-10-30,9483.3,9035.0,9230.05,9230.7,9229.1,9231.0,5007.67602275
2019-10-31,9467.1,8982.1,9151.15,9151.1,9151.1,9151.2,5595.12735269
2019-11-01,9333.0,9085.5577764,9268.95,9268.9,9268.9,9269.0,4134.18736762
2019-11-02,9429.5,9242.7,9332.95,9333.0,9332.9,9333.0,3603.71425702
2019-11-03,9400.6,9100.0,9232.55,9232.6,9232.5,9232.6,3568.76866569
2019-11-04,9645.0,9152.0,9439.05,9439.0,9439.0,9439.1,7456.80911029
2019-11-05,9504.09548235,9185.1,9355.1,9356.1,9354.1,9356.1,3401.99596134
2019-11-06,9475.0,9278.0,9365.05,9365.0,9365.0,9365.1,3464.13011941
2019-11-07,9387.1,9051.6,9215.95,9216.0,9215.9,9216.0,3719.39115983
2019-11-08,9252.9,8681.0,8800.05,8800.0,8800.0,8800.1,7819.37826764
2019-11-09,8896.0,8734.8,8830.45,8830.5,8830.4,8830.5,1954.09472422
2019-11-10,9250.0,8764.0,9067.75,9068.0,9066.9,9068.6,4608.22784923
2019-11-11,9108.5,8616.5,8737.75,8737.7,8737.7,8737.8,4223.34969323
2019-11-12,8910.0,8602.0,8810.95,8811.0,8810.9,8811.0,3490.88779184
2019-11-13,8849.9,8730.3,8813.05,8813.0,8813.0,8813.1,1323.48808067
2019-11-14,8817.4,8600.0,8651.35,8651.3,8651.3,8651.4,3287.25649143
2019-11-15,8800.0,8420.1,8482.45,8482.45910512,8482.4,8482.5,5165.64200628
2019-11-16,8577.0,8440.1,8520.55,8520.6,8520.5,8520.6,1533.25961433
2019-11-17,8699.5,8404.4,8531.15,8531.1044356,8531.1,8531.2,2814.07339072
2019-11-18,8537.0,8117.0,8216.45,8216.5,8216.4,8216.5,6326.9144916
2019-11-19,8245.53052527,8051.7,8161.45,8161.4,8161.4,8161.5,3702.25017858
2019-11-20,8257.8,8081.0,8117.75,8117.75292661,8117.7,8117.8,2032.65509316
2019-11-21,8155.9,7500.0,7665.3,7664.8,7664.6,7666.0,9850.83144901
2019-11-22,7766.0,6819.2,7337.1,7335.5,7336.8,7337.4,19340.57711962
2019-11-23,7385.0,7141.0,7358.05,7358.1,7358.0,7358.1,4619.52607578
2019-11-24,7372.0,6982.7,7003.05,7003.0,7003.0,7003.1,8101.79957084
2019-11-25,7414.4,6618.0,7158.75,7158.71305963,7158.7,7158.8,18484.88828895
2019-11-26,7386.3,7047.2,7205.25,7205.28588175,7205.2,7205.3,5188.77081248
2019-11-27,7689.0,6878.2,7543.45,7543.5,7543.4,7543.5,13865.24160352
2019-11-28,7690.0,7415.0,7475.95,7475.9,7475.9,7476.0,4385.79354263
2019-11-29,7933.4,7450.0,7788.15,7787.0,7787.2,7789.1,7271.83051408
2019-11-30,7861.6,7492.0,7598.25,7598.2,7598.2,7598.3,4887.71752574
2019-12-01,7600.1,7288.6,7453.05,7453.0,7453.0,7453.1,6320.64328145
2019-12-02,7467.3,7206.4,7362.05,7362.0607448,7362.0,7362.1,4617.11226293
2019-12-03,7454.6,7287.0,7348.35,7348.3,7348.3,7348.4,2277.48348707
2019-12-04,7890.0,7129.0,7264.55,7264.5,7264.5,7264.6,11684.3670093
2019-12-05,7530.9,7191.0,7440.45,7440.4,7440.4,7440.5,4757.27436311
2019-12-06,7661.8,7350.0,7574.95,7574.9,7574.9,7575.0,5672.53035867
2019-12-07,7669.8,7516.7,7547.05,7547.0,7547.0,7547.1,1711.94453555
2019-12-08,7620.0,7433.6,7569.2,7568.58080309,7569.1,7569.3,4299.77000183
2019-12-09,7748.7,7306.2,7374.15,7374.2,7374.1,7374.2,6533.89643022
2019-12-10,7434.6,7200.0,7268.25,7268.23742998,7268.2,7268.3,3620.65723486
2019-12-11,7312.0,7169.0,7230.65,7230.7,7230.6,7230.7,3119.9883008
2019-12-12,7369.0188921,7132.8,7234.85,7234.8823457,7234.8,7234.9,5569.20684352
2019-12-13,7332.0,7218.7,7283.15,7283.2,7283.1,7283.2,2880.0229918
2019-12-14,7290.5,7032.6,7104.65,7104.6,7104.6,7104.7,3402.52894041
2019-12-15,7224.8,7043.9,7155.05,7155.1,7155.0,7155.1,3240.99006743
2019-12-16,7196.0,6900.0,6928.25,6928.28070801,6928.2,6928.3,13313.21164333
2019-12-17,6972.0,6620.0,6667.05,6667.1,6667.0,6667.1,12621.20512287
2019-12-18,7482.2,6477.0,7319.75,7319.7,7319.7,7319.8,13734.02631526
2019-12-19,7417.1,7079.7,7175.05,7175.1,7175.0,7175.1,5410.7800573
2019-12-20,7249.0,7116.8,7210.65,7210.6,7210.6,7210.7,5700.546158
2019-12-21,7215.1,7136.5,7167.45,7167.4,7167.4,7167.5,2276.6287464
2019-12-22,7535.0,7159.6,7512.6,7512.4,7512.5,7512.7,3548.26521912
2019-12-23,7715.1,7282.4,7357.85,7357.82355132,7357.8,7357.9,7080.18164496
2019-12-24,7445.0,7182.1,7257.25,7257.2,7257.2,7257.3,4210.34291008
2019-12-25,7294.2,7113.2,7220.05,7220.0,7220.0,7220.1,3352.92890003
2019-12-26,7465.0,7181.8,7240.75,7241.0,7240.7,7240.8,4660.72222378
2019-12-27,7300.0,7113.3,7278.65,7278.7,7278.6,7278.7,3983.9518899
2019-12-28,7390.0,7279.2,7337.9,7338.6,7337.8,7338.0,2568.07773656
2019-12-29,7551.6,7311.6,7415.95,7415.9,7415.9,7416.0,2488.16536488
2019-12-30,7421.7,7201.29026477,7261.65,7261.6,7261.6,7261.7,4074.56813932
2019-12-31,7333.0,7161.3,7209.45,7210.8,7209.4,7209.5,2991.75698465
2020-01-01,7285.1,7185.4,7213.05,7213.1,7213.0,7213.1,2045.34352654
2020-01-02,7225.8,6963.0,6989.45,6989.5,6989.4,6989.5,4848.08533009
2020-01-03,7444.9,6909.3,7356.95,7356.9,7356.9,7357.0,6653.41435718
2020-01-04,7422.0,7297.3,7373.05,7373.0,7373.0,7373.1,4264.09072769
2020-01-05,7509.9,7315.8,7346.65,7344.9,7346.6,7346.7,4415.50940959
2020-01-06,7785.0,7358.0,7769.75,7768.7,7768.7,7770.8,8425.22110587
