,High,Low,Mid,Last,Bid,Ask,Volume
2021-12-24,51842.0,50405.0,50714.0,50709.0,50713.0,50715.0,2593.98826253
2021-12-25,51171.0,50182.0,50655.5,50664.0,50655.0,50656.0,1961.00956404
2021-12-26,51300.0,49433.0,50801.5,50801.0,50801.0,50802.0,2902.35204062
2021-12-27,52085.0,50482.47485727,50839.5,50839.73772854,50839.0,50840.0,3504.97110788
2021-12-28,50714.0,47321.0,47721.5,47728.0,47721.0,47722.0,5425.43442196
2021-12-29,48166.0,46079.0,46371.5,46398.0,46369.0,46374.0,4076.36368166
2021-12-30,47911.0,45947.0,47102.5,47113.0,47102.0,47103.0,3196.75695998
2021-12-31,48650.0,45664.14362225,46394.5,46394.0,46394.0,46395.0,4225.01888886
2022-01-01,47957.0,46203.0,47581.5,47581.0,47581.0,47582.0,2143.25658347
2022-01-02,48012.0,46648.0,47374.5,47375.0,47374.0,47375.0,1840.0132893100001
2022-01-03,47578.0,45689.0,46485.5,46469.26888245,46484.0,46487.0,2571.00561249
2022-01-04,47671.86280513,45568.0,45889.5,45890.0,45889.0,45890.0,3780.93326185
2022-01-05,47058.0,42505.0,43617.5,43619.0,43615.0,43620.0,6907.21152032
2022-01-06,43781.0,42412.0,43145.5,43139.0,43145.0,43146.0,3403.74275822
2022-01-07,43135.77081015,40586.0,41448.5,41444.33190813,41447.0,41450.0,7400.03704697
2022-01-08,42319.82508013,40556.0,41814.0,41813.32727376,41813.0,41815.0,4131.82696414
2022-01-09,42801.0,41240.0,41872.5,41865.72475619,41872.0,41873.0,3693.54763868
2022-01-10,42270.0,39672.88479242,41800.5,41797.0,41800.0,41801.0,9544.547255
2022-01-11,43119.19618143,41265.0,42754.0,42748.87960691,42753.0,42755.0,4775.59970228
2022-01-12,44315.0,42468.0,43961.0,43942.72332998,43960.0,43962.0,3758.24223867
2022-01-13,44445.0,42334.0,42657.5,42659.0,42656.0,42659.0,3719.86241815
2022-01-14,43468.0,41736.0,43057.5,43074.0,43057.0,43058.0,4312.63808538
2022-01-15,43816.0,42575.0,43205.5,43206.3563697,43204.0,43207.0,3180.66766759
2022-01-16,43487.39375881,42603.0,43118.5,43118.0,43116.0,43121.0,1578.5477645
2022-01-17,43194.0,41465.0,42254.5,42254.0,42254.0,42255.0,2914.58139834
2022-01-18,42690.0,41204.0,42401.5,42400.93781324,42400.0,42403.0,4338.50197701
2022-01-19,42596.0,41158.0,41703.5,41703.87030438,41703.0,41704.0,6439.46795813
2022-01-20,43591.0,40603.87689419,40719.5,40719.0,40717.0,40722.0,4974.34885336
2022-01-21,41132.0,35471.0,36494.5,36477.0,36489.0,36500.0,16104.93828358
2022-01-22,36861.57424928,33854.97502491,35056.5,35056.0,35052.0,35061.0,17573.55629027
2022-01-23,36556.0,34654.0,36304.5,36299.0,36304.0,36305.0,8687.55470239
2022-01-24,37596.0,32937.0,36724.0,36727.0,36721.0,36727.0,23082.91887476
2022-01-25,37584.0,35751.0,37019.5,37019.52306965,37019.0,37020.0,8855.32627784
2022-01-26,38935.0,36291.6959393,36878.0,36875.0,36877.0,36879.0,10635.67249614
2022-01-27,37275.0,35504.0,37085.5,37086.0,37085.0,37086.0,6864.02168105
2022-01-28,38055.0,36197.0,37769.5,37771.0081557,37766.0,37773.0,4571.47474383
2022-01-29,38898.0,37347.69182748,38103.5,38120.0,38101.0,38106.0,3518.1324691
2022-01-30,38403.0,37386.0,37929.5,37929.0,37929.0,37930.0,1970.73054502
2022-01-31,38785.0,36674.0,38412.0,38409.97353993,38410.0,38414.0,4760.94869928
2022-02-01,39416.42020804,38000.0,38833.5,38834.0,38833.0,38834.0,4288.65167147
2022-02-02,38879.0,36633.0,36904.5,36903.0,36903.0,36906.0,4177.76029218
2022-02-03,37141.0,36267.47644877,37044.5,37042.0,37044.0,37045.0,4669.61671345
2022-02-04,41521.44940944,37070.0,41418.5,41408.09980261,41418.0,41419.0,8077.09840134
2022-02-05,41956.0,40979.80786121,41517.5,41518.0,41517.0,41518.0,2581.34220807
2022-02-06,42739.0,41169.0,42515.5,42515.0,42515.0,42516.0,2321.06123291
2022-02-07,44540.0,41699.5447648,43912.5,43912.0,43912.0,43913.0,5508.01895355
2022-02-08,45400.0,42709.0,44133.5,44130.0,44130.0,44137.0,7603.36612393
2022-02-09,44865.0,43160.0,44400.5,44400.0,44400.0,44401.0,3696.57413244
2022-02-10,45899.0,43222.0,43484.5,43485.0,43482.0,43487.0,7304.08094578
2022-02-11,43965.0,42010.0,42377.5,42378.0,42377.0,42378.0,5604.45230041
2022-02-12,43036.0,41715.0,42137.0,42148.0,42135.0,42139.0,2654.25492243
2022-02-13,42789.0,41915.0,42266.0,42257.64873482,42261.0,42271.0,1934.12440806
2022-02-14,42863.0,41545.0,42614.0,42611.0,42610.0,42618.0,4765.2626206
2022-02-15,44762.0,42463.0,44689.5,44691.0,44688.0,44691.0,4086.40142245
